,iso,glcode,name,lat,lon,genus,family,macroarea,country,tea,level,from
854,hss,hars1241,Harsusi,20.0,56.5,Semitic,Afro-Asiatic,Eurasia,OM,,language,wals1
855,tmd,haru1245,Haruai,-5.08333333333,144.166666667,Piawi,Piawi,Papunesia,PG,,language,wals1
856,had,hata1243,Hatam,-1.0,134.0,Hatam,West Papuan,Papunesia,ID,,language,wals1
857,hau,haus1257,Hausa,12.0,7.0,West Chadic,Afro-Asiatic,Africa,NG NE,1 Words derived from Sinitic cha,language,wals1
858,yuf,hava1248,Havasupai,35.75,-112.5,Yuman,Hokan,North America,US,,language,wals1
859,haw,hawa1245,Hawaiian,19.5833333333,-155.5,Oceanic,Austronesian,Papunesia,US,3 Others,language,wals1
860,hwc,hawa1247,Hawaiian Creole,21.5,-158.0,Creoles and Pidgins,other,North America,US,,language,wals1
861,hac,gura1251,Hawrami,35.75,45.5,Iranian,Indo-European,Eurasia,IQ,,language,wals1
862,hay,haya1250,Haya,-2.0,31.5,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
863,vay,wayu1241,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,Eurasia,NP,,language,wals1
864,xed,hdii1240,Hdi,11.8666666667,13.7166666667,Biu-Mandara,Afro-Asiatic,Africa,CM NG,,language,wals1
865,heb,hebr1245,Hebrew (Modern Ashkenazic),31.75,35.1666666667,Semitic,Afro-Asiatic,Eurasia,IL,,language,wals1
866,heb,hebr1245,Hebrew (Modern),31.5,34.8333333333,Semitic,Afro-Asiatic,Eurasia,IL,2 Words derived from Min Nan Chinese te,language,wals1
867,heh,hehe1240,Hehe,-8.0,36.0,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
868,hei,heil1246,Heiltsuk,52.0,-127.5,Northern Wakashan,Wakashan,North America,CA,,language,wals1
869,hem,hemb1242,Hemba,-6.25,27.1666666667,Bantoid,Niger-Congo,Africa,CD,,language,wals1
870,her,here1253,Herero,-20.5833333333,19.0,Bantoid,Niger-Congo,Africa,BW NA,,language,wals1
871,cbd,cari1279,Hianacoto,0.833333333333,-71.0,Cariban,Cariban,South America,CO,,language,wals1
872,hid,hida1246,Hidatsa,47.0,-102.5,Core Siouan,Siouan,North America,US,,language,wals1
873,hil,hili1240,Hiligaynon,10.25,123.0,Greater Central Philippine,Austronesian,Papunesia,PH,1 Words derived from Sinitic cha,language,wals1
874,hin,hind1269,Hindi,25.0,77.0,Indic,Indo-European,Eurasia,IN,1 Words derived from Sinitic cha,language,wals1
875,gin,hinu1240,Hinuq,42.1666666667,46.0,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,language,wals1
876,hix,hixk1239,Hixkaryana,-1.0,-59.0,Cariban,Cariban,South America,BR,,language,wals1
877,lic,hlai1239,Hlai (Baoding),19.0,109.5,Hlai,Tai-Kadai,Eurasia,CN,,language,wals1
878,hmr,hmar1241,Hmar,24.1666666667,93.0,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,language,wals1
879,mww,hmon1333,Hmong Daw,26.0,105.0,Hmong-Mien,Hmong-Mien,Eurasia,VN CN,,language,wals1
880,hnj,huam1250,Hmong Njua,28.0,105.0,Hmong-Mien,Hmong-Mien,Eurasia,CN,,language,wals1
881,hoc,hooo1248,Ho,22.0,86.0,Munda,Austro-Asiatic,Eurasia,IN,,language,wals1
882,hoa,hoav1238,Hoava,-8.08333333333,157.5,Oceanic,Austronesian,Papunesia,SB,,language,wals1
883,,minn1241,Hokkien,25.0,118.0,Chinese,Sino-Tibetan,Eurasia,CN,,language,wals1
884,hoo,holo1240,Holoholo,-5.16666666667,29.9166666667,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
885,,hong1241,Hong Kong Sign Language,22.5,114.0,Sign Languages,other,Eurasia,CN,,language,wals1
886,hop,hopi1249,Hopi,36.0,-110.0,Hopi,Uto-Aztecan,North America,US,,language,wals1
887,hre,hree1244,Hre,14.6666666667,108.666666667,Bahnaric,Austro-Asiatic,Eurasia,VN,2 Words derived from Min Nan Chinese te,language,wals1
888,ygr,yaga1260,Hua,-6.33333333333,145.333333333,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
889,yuf,hava1248,Hualapai,35.5,-113.75,Yuman,Hokan,North America,US,,language,wals1
890,hub,huam1247,Huambisa,-4.0,-78.0,Jivaroan,Jivaroan,South America,PE,,language,wals1
891,hsf,huas1256,Huastec,22.0833333333,-99.3333333333,Mayan,Mayan,North America,MX,,language,wals1
892,huv,sanm1287,Huave (San Mateo del Mar),16.2166666667,-95.0,Huavean,Huavean,North America,MX,,language,wals1
893,hch,huic1243,Huichol,22.0,-104.0,Corachol,Uto-Aztecan,North America,MX,,language,wals1
894,hto,mini1256,Huitoto,-1.0,-74.0,Huitoto,Huitotoan,South America,PE CO,,language,wals1
895,hto,mini1256,Huitoto (Minica),-0.333333333333,-74.0,Huitoto,Huitotoan,South America,CO,,language,wals1
896,hux,nupo1240,Huitoto (Muinane),-2.41666666667,-71.0,Huitoto,Huitotoan,South America,PE,,language,wals1
897,huu,muru1274,Huitoto (Murui),-1.0,-73.5,Huitoto,Huitotoan,South America,PE CO BR,,language,wals1
898,hke,hund1239,Hunde,-1.16666666667,28.8333333333,Bantoid,Niger-Congo,Africa,CD,,language,wals1
899,hun,hung1274,Hungarian,47.0,20.0,Ugric,Uralic,Eurasia,HU,2 Words derived from Min Nan Chinese te,language,wals1
900,huz,hunz1247,Hunzib,42.1666666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,language,wals1
901,jup,hupd1244,Hup,0.166666666667,-69.25,Nadahup,Nadahup,South America,CO BR,,language,wals1
902,hup,hupa1239,Hupa,41.0833333333,-123.666666667,Athapaskan,Na-Dene,North America,US,,language,wals1
903,csh,asho1236,Hyow,22.0833333333,92.4166666667,Kuki-Chin,Sino-Tibetan,Eurasia,BD,,language,wals1
904,ksi,kris1246,I'saka,-2.83333333333,141.283333333,Krisa,Skou,Papunesia,PG,,language,wals1
905,iai,iaai1238,Iaai,-20.4166666667,166.583333333,Oceanic,Austronesian,Papunesia,NC,,language,wals1
906,ian,iatm1242,Iatmul,-4.25,143.25,Middle Sepik,Sepik,Papunesia,PG,,language,wals1
907,tmu,iauu1242,Iau,-3.16666666667,137.5,Lakes Plain,Lakes Plain,Papunesia,ID,,language,wals1
908,iba,iban1264,Iban,2.0,112.0,Malayo-Sumbawan,Austronesian,Papunesia,MY,,language,wals1
909,ibg,iban1267,Ibanag,17.5,121.666666667,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
910,ibb,ibib1240,Ibibio,5.25,7.83333333333,Cross River,Niger-Congo,Africa,NG,,language,wals1
911,isl,icel1247,Icelandic,65.0,-17.0,Germanic,Indo-European,Eurasia,IS,2 Words derived from Min Nan Chinese te,language,wals1
912,icl,icel1236,Icelandic Sign Language,65.0,-18.0,Sign Languages,other,Eurasia,IS,,language,wals1
913,idu,idom1241,Idoma,6.91666666667,7.5,Idomoid,Niger-Congo,Africa,NG,,language,wals1
914,clk,idum1241,Idu,29.3333333333,95.8333333333,Digaroan,Sino-Tibetan,Eurasia,IN,,language,wals1
915,viv,idun1242,Iduna,-9.33333333333,150.25,Oceanic,Austronesian,Papunesia,PG,,language,wals1
916,mxe,mele1250,Ifira-Mele,-17.75,168.25,Oceanic,Austronesian,Papunesia,VU,,language,wals1
917,ifb,bata1298,Ifugao (Batad),16.8333333333,121.083333333,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
918,ifm,teke1274,Ifumu,-3.66666666667,15.3333333333,Bantoid,Niger-Congo,Africa,CG,,language,wals1
919,ibo,nucl1417,Igbo,6.0,7.33333333333,Igboid,Niger-Congo,Africa,NG,,language,wals1
920,ige,iged1239,Igede,7.0,8.16666666667,Idomoid,Niger-Congo,Africa,NG,,language,wals1
921,ign,igna1246,Ignaciano,-15.1666666667,-65.4166666667,Bolivia-Parana,Arawakan,South America,BO,,language,wals1
922,ihp,ihaa1241,Iha,-2.91666666667,132.25,West Bomberai,West Bomberai,Papunesia,ID,,language,wals1
923,ijc,izon1238,Ijo (Kolokuma),4.91666666667,5.66666666667,Ijoid,Ijoid,Africa,NG,,language,wals1
924,ikx,ikkk1242,Ik,3.75,34.1666666667,Kuliak,Eastern Sudanic,Africa,UG,,language,wals1
925,arh,arhu1242,Ika,10.6666666667,-73.75,Arhuacic,Chibchan,South America,CO,,language,wals1
926,ilb,ilaa1246,Ila,-15.5833333333,26.5,Bantoid,Niger-Congo,Africa,ZW ZM,,language,wals1
927,mia,miam1252,Illinois,40.0,-90.0,Algonquian,Algic,North America,US,,language,wals1
928,ilo,ilok1237,Ilocano,16.0,121.0,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
929,imn,imon1245,Imonda,-3.33333333333,141.166666667,Border,Border,Papunesia,PG,,language,wals1
930,szp,suab1238,Inanwatan,-2.08333333333,132.083333333,South Bird's Head,Marind,Papunesia,ID,,language,wals1
931,ins,indi1237,Indo-Pakistani Sign Language (Indian dialects),24.0,80.0,Sign Languages,other,Eurasia,IN,,language,wals1
932,pks,paki1242,Indo-Pakistani Sign Language (Karachi dialect),28.0,68.0,Sign Languages,other,Eurasia,PK,,language,wals1
933,ind,indo1316,Indonesian,0.0,106.0,Malayo-Sumbawan,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
934,ind,indo1316,Indonesian (Jakarta),-6.16666666667,106.75,Malayo-Sumbawan,Austronesian,Papunesia,ID,,language,wals1
935,pmy,papu1250,Indonesian (Papuan),-2.5,140.666666667,Malayo-Sumbawan,Austronesian,Papunesia,ID,,language,wals1
936,inb,inga1252,Inga,1.0,-77.0,Quechuan,Quechuan,South America,CO,,language,wals1
937,tbi,gaam1241,Ingessana,11.5,34.0,Eastern Jebel,Eastern Sudanic,Africa,SD,,language,wals1
938,inh,ingu1240,Ingush,43.1666666667,45.0833333333,Nakh,Nakh-Daghestanian,Eurasia,RU,1 Words derived from Sinitic cha,language,wals1
939,ynd,yand1253,Innamincka,-27.75,140.75,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
940,,inte1259,International Sign,40.0,-170.0,Sign Languages,other,North America,,,language,wals1
941,ike,east2534,Inuktitut (Quebec-Labrador),62.0,-73.0,Eskimo,Eskimo-Aleut,North America,CA,,language,wals1
942,ikt,west2618,Inuktitut (Rankin Inlet),63.0,-92.0,Eskimo,Eskimo-Aleut,North America,CA,,language,wals1
943,ike,east2534,Inuktitut (Salluit),62.0,-76.0,Eskimo,Eskimo-Aleut,North America,CA,,language,wals1
944,iqu,iqui1243,Iquito,-3.25,-74.0,Zaparoan,Zaparoan,South America,PE,,language,wals1
945,irn,iran1263,Iranxe,-13.0,-58.0,Iranxe,Iranxe,South America,BR,,language,wals1
946,irk,iraq1241,Iraqw,-4.0,35.5,Southern Cushitic,Afro-Asiatic,Africa,TZ,,language,wals1
947,irh,irar1238,Irarutu,-3.0,133.5,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,language,wals1
948,gle,iris1253,Irish,53.0,-8.0,Celtic,Indo-European,Eurasia,IE,2 Words derived from Min Nan Chinese te,language,wals1
949,gle,iris1253,Irish (Donegal),55.0,-8.0,Celtic,Indo-European,Eurasia,IE,,language,wals1
950,gle,iris1253,Irish (Munster),52.5,-9.0,Celtic,Indo-European,Eurasia,IE,,language,wals1
951,isg,iris1235,Irish Sign Language,53.5,-7.5,Sign Languages,other,Eurasia,IE,,language,wals1
952,its,isek1239,Isekiri,5.66666666667,5.5,Defoid,Niger-Congo,Africa,NG,,language,wals1
953,sgl,sang1316,Ishkashmi,37.0,72.0,Iranian,Indo-European,Eurasia,AF TJ,,language,wals1
954,srl,isir1237,Isirawa,-1.83333333333,138.5,Kwerba,Kwerba,Papunesia,ID,,language,wals1
955,isd,isna1241,Isnag,18.25,121.0,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
956,iso,isok1239,Isoko,5.5,6.25,Edoid,Niger-Congo,Africa,NG,,language,wals1
957,isr,isra1236,Israeli Sign Language,32.0,34.8333333333,Sign Languages,other,Eurasia,IL,,language,wals1
958,ita,ital1282,Italian,43.0,12.0,Romance,Indo-European,Eurasia,IT CH,2 Words derived from Min Nan Chinese te,language,wals1
959,eml,emil1242,Italian (Bologna),44.5,11.3333333333,Romance,Indo-European,Eurasia,IT,,language,wals1
960,ita,ital1282,Italian (Fiorentino),43.75,11.25,Romance,Indo-European,Eurasia,IT,,language,wals1
961,lij,ligu1248,Italian (Genoa),44.4166666667,8.95,Romance,Indo-European,Eurasia,IT,,language,wals1
962,nap,neap1235,Italian (Napolitanian),40.9166666667,14.25,Romance,Indo-European,Eurasia,IT,,language,wals1
963,pms,piem1238,Italian (Turinese),45.0,7.66666666667,Romance,Indo-European,Eurasia,IT,,language,wals1
964,itv,itaw1240,Itawis,17.75,121.5,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
965,itl,itel1242,Itelmen,57.0,157.5,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU,,language,wals1
966,ito,iton1250,Itonama,-12.8333333333,-64.3333333333,Itonama,Itonama,South America,BO,,language,wals1
967,itz,itza1241,Itzaj,17.0,-89.8333333333,Mayan,Mayan,North America,GT,,language,wals1
968,ivv,ivat1242,Ivatan,20.5,122.0,Batanic,Austronesian,Papunesia,PH,,language,wals1
969,ivv,ivat1242,Ivatan (Southern),20.3333333333,121.833333333,Batanic,Austronesian,Papunesia,PH,,language,wals1
970,ibd,iwai1244,Iwaidja,-11.5,132.666666667,Iwaidjan,Iwaidjan,Australia,AU,,language,wals1
971,iwm,iwam1256,Iwam,-4.33333333333,142.0,Upper Sepik,Sepik,Papunesia,PG,,language,wals1
972,kwy,sans1272,Iwoyo,-5.5,12.25,Bantoid,Niger-Congo,Africa,AO,,language,wals1
973,ixc,ixca1245,Ixcatec,17.8333333333,-97.1666666667,Popolocan,Oto-Manguean,North America,MX,,language,wals1
974,ixi,ixil1250,Ixil,15.5,-91.0,Mayan,Mayan,North America,GT,,language,wals1
975,izh,ingr1248,Izhor,59.0,29.0,Finnic,Uralic,Eurasia,RU,,language,wals1
976,izi,izie1238,Izi,6.33333333333,8.0,Igboid,Niger-Congo,Africa,NG,,language,wals1
977,esi,nort2943,Iñupiaq,67.0,-161.0,Eskimo,Eskimo-Aleut,North America,US,3 Others,language,wals1
978,jbt,djeo1235,Jabutí,-12.25,-62.25,Jabutí,Jabutí,South America,BR,,language,wals1
979,jae,yabe1254,Jabêm,-6.58333333333,147.783333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
980,bod,tibe1272,Jad,30.8333333333,79.0,Bodic,Sino-Tibetan,Eurasia,IN,,language,wals1
981,jhi,jeha1242,Jahai,5.75,101.5,Aslian,Austro-Asiatic,Eurasia,MY,,language,wals1
982,jac,popt1235,Jakaltek,15.6666666667,-91.6666666667,Mayan,Mayan,North America,GT,,language,wals1
983,jam,jama1262,Jamaican Creole,18.1666666667,-77.25,Creoles and Pidgins,other,North America,JM,,language,wals1
984,jaa,jama1261,Jamamadi,-7.5,-67.0,Arauan,Arauan,South America,BR,,language,wals1
985,djd,djam1255,Jaminjung,-15.0833333333,130.5,Jaminjungan,Mirndi,Australia,AU,,language,wals1
986,djm,jams1239,Jamsay,14.4166666667,-2.5,Dogon,Dogon,Africa,ML,,language,wals1
987,jpn,nucl1643,Japanese,37.0,140.0,Japanese,Japanese,Eurasia,JP,1 Words derived from Sinitic cha,language,wals1
988,jru,japr1238,Japreria,10.5,-73.0,Cariban,Cariban,South America,VR,,language,wals1
989,jqr,jaqa1244,Jaqaru,-13.0,-76.0,Aymaran,Aymaran,South America,PE,,language,wals1
990,anq,jara1245,Jarawa (in Andamans),12.0,92.5833333333,South Andamanese,South Andamanese,Eurasia,IN,,language,wals1
991,jar,jara1263,Jarawa (in Nigeria),9.5,10.5,Bantoid,Niger-Congo,Africa,NG,,language,wals1
992,jaa,jama1261,Jarawara,-7.5,-65.5,Arauan,Arauan,South America,BR,,language,wals1
993,jav,java1254,Javanese,-7.0,111.0,Javanese,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
994,jeb,jebe1250,Jebero,-5.41666666667,-76.5,Cahuapanan,Cahuapanan,South America,PE,,language,wals1
995,jeh,jehh1245,Jeh,15.1666666667,107.833333333,Bahnaric,Austro-Asiatic,Eurasia,LA VN,,language,wals1
996,,jeri1242,Jeli,9.5,-5.66666666667,Western Mande,Mande,Africa,CI,,language,wals1
997,tow,jeme1245,Jemez,35.8333333333,-107.0,Kiowa-Tanoan,Kiowa-Tanoan,North America,US,,language,wals1
998,jya,jiar1239,Jiarong,31.5,102.0,rGyalrong,Sino-Tibetan,Eurasia,CN,,language,wals1
999,shv,sheh1240,Jibbali,17.5,55.0,Semitic,Afro-Asiatic,Eurasia,OM,,language,wals1
1000,kac,kach1280,Jingpho,25.4166666667,97.0,Jingpho,Sino-Tibetan,Eurasia,MM,,language,wals1
1001,jiy,jino1236,Jino,22.0,101.0,Burmese-Lolo,Sino-Tibetan,Eurasia,CN,,language,wals1
1002,jiv,shua1257,Jivaro,-2.5,-78.0,Jivaroan,Jivaroan,South America,EC,,language,wals1
1003,,,Johari,30.6666666667,80.0,Bodic,Sino-Tibetan,,IN,,language,wals1
1004,tlo,talo1250,Jomang,10.5833333333,30.5,Talodi,Kordofanian,Africa,SD,,language,wals1
1005,jun,juan1238,Juang,21.3333333333,86.0,Munda,Austro-Asiatic,Eurasia,IN,,language,wals1
1006,,,Juat,-31.0,115.5,Western Pama-Nyungan,Pama-Nyungan,,AU,,language,wals1
1007,nst,tase1235,Jugli,27.5,96.3333333333,Northern Naga,Sino-Tibetan,Eurasia,IN,,language,wals1
1008,jbu,juku1254,Jukun,6.91666666667,10.4166666667,Platoid,Niger-Congo,Africa,NG,,language,wals1
1009,bex,jurm1239,Jur Mödö,6.0,30.0,Bongo-Bagirmi,Central Sudanic,Africa,SD,1 Words derived from Sinitic cha,language,wals1
1010,juc,jurc1239,Jurchen,47.0,130.0,Tungusic,Altaic,Eurasia,CN,,language,wals1
1011,jur,juru1256,Juruna,-5.0,-54.5,Tupi-Guaraní,Tupian,South America,BR,,language,wals1
1012,ktz,juho1239,Ju|'hoan,-19.0,21.0,Ju-Kung,Kxa,Africa,BW AO NA,2 Words derived from Min Nan Chinese te,language,wals1
1013,jua,juma1249,Júma,-7.5,-64.0,Tupi-Guaraní,Tupian,South America,BR,,language,wals1
1014,kek,kekc1242,K'ekchí,16.0,-89.8333333333,Mayan,Mayan,North America,GT,,language,wals1
1015,kbd,kaba1278,Kabardian,43.5,43.5,Northwest Caucasian,Northwest Caucasian,Eurasia,RU,1 Words derived from Sinitic cha,language,wals1
1016,xkp,kaba1276,Kabatei,36.75,49.4166666667,Iranian,Indo-European,Eurasia,IR,,language,wals1
1017,kbp,kabi1261,Kabiyé,9.66666666667,1.16666666667,Gur,Niger-Congo,Africa,TG,,language,wals1
1018,nkf,inpu1234,Kabui,24.8333333333,94.0,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,language,wals1
1019,kab,kaby1243,Kabyle,36.5,5.0,Berber,Afro-Asiatic,Africa,DZ,3 Others,language,wals1
1020,xac,kach1279,Kachari,26.5,91.0,Bodo-Garo,Sino-Tibetan,Eurasia,IN,,language,wals1
1021,kzj,coas1294,Kadazan,5.91666666667,117.166666667,North Borneo,Austronesian,Papunesia,MY,,language,wals1
1022,kbc,kadi1248,Kadiwéu,-20.0,-57.0,Kadiwéu,Guaicuruan,South America,BR,,language,wals1
1023,xtc,katc1249,Kadugli,11.0,29.6666666667,Kadugli,Kadu,Africa,SD,,language,wals1
1024,kdm,kago1247,Kagoma,9.25,8.16666666667,Platoid,Niger-Congo,Africa,NG,,language,wals1
1025,kki,kagu1239,Kagulu,-6.33333333333,37.0,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
1026,kct,kaia1245,Kaian,-4.08333333333,144.75,Lower Ramu,Lower Sepik-Ramu,Papunesia,PG,,language,wals1
1027,lew,ledo1238,Kaili,-1.16666666667,120.0,Celebic,Austronesian,Papunesia,ID,,language,wals1
1028,kgp,kain1272,Kaingang,-26.0,-52.0,Ge-Kaingang,Macro-Ge,South America,BR,,language,wals1
1029,kxa,kair1263,Kairiru,-3.33333333333,143.583333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1030,kgk,kaiw1246,Kaiwá,-23.0,-55.0,Tupi-Guaraní,Tupian,South America,PY BR,,language,wals1
1031,tbd,kaki1249,Kaki Ae,-8.0,145.833333333,Tate,Eleman,Papunesia,PG,,language,wals1
1032,mwp,kala1377,Kala Lagaw Ya,-10.1166666667,142.116666667,Northern Pama-Nyungan,Pama-Nyungan,Papunesia,AU,,language,wals1
1033,kmh,kala1397,Kalam,-5.25,144.583333333,Madang,Trans-New Guinea,Papunesia,PG,,language,wals1
1034,gwc,kala1373,Kalami,35.5,72.5,Indic,Indo-European,Eurasia,PK,,language,wals1
1035,kck,kala1384,Kalanga,-20.5,27.5,Bantoid,Niger-Congo,Africa,ZW BW,,language,wals1
1036,kyl,kala1400,Kalapuya,44.5,-123.0,Kalapuyan,Kalapuyan,North America,US,,language,wals1
1037,kls,kala1372,Kalasha,35.0,72.0,Indic,Indo-European,Eurasia,PK,,language,wals1
1038,fla,kali1308,Kalispel,48.0,-117.0,Interior Salish,Salishan,North America,US,,language,wals1
1039,ktg,kalk1246,Kalkatungu,-21.0,139.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1040,xal,kalm1243,Kalmyk,44.0,83.0,Mongolic,Altaic,Eurasia,RU CN MN,1 Words derived from Sinitic cha,language,wals1
1041,xal,kalm1243,Kalmyk (Issyk-Kul),42.4166666667,78.3333333333,Mongolic,Altaic,Eurasia,KG,,language,wals1
1042,bco,kalu1248,Kaluli,-6.5,142.75,Bosavi,Bosavi,Papunesia,PG,,language,wals1
1043,doc,nort2735,Kam (Zhanglu),26.0,108.5,Kam-Tai,Tai-Kadai,Eurasia,CN,,language,wals1
1044,kay,kama1373,Kamaiurá,-12.0833333333,-52.5833333333,Tupi-Guaraní,Tupian,South America,BR,,language,wals1
1045,kbq,kama1370,Kamano-Kafe,-6.25,145.666666667,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
1046,kms,kama1367,Kamasau,-3.91666666667,143.666666667,Marienberg,Torricelli,Papunesia,PG,,language,wals1
1047,xas,kama1351,Kamass,52.0,92.0,Samoyedic,Uralic,Eurasia,RU,,language,wals1
1048,kam,kamb1297,Kamba,-1.5,38.0,Bantoid,Niger-Congo,Africa,KE,,language,wals1
1049,xbr,kamb1299,Kambera,-9.83333333333,120.166666667,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
1050,kbx,apma1241,Kambot,-4.25,144.133333333,Botin,Lower Sepik-Ramu,Papunesia,PG,,language,wals1
1051,kcu,kami1256,Kami,-6.75,38.0,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
1052,kgq,kamo1255,Kamoro,-4.33333333333,136.0,Asmat-Kamoro,Trans-New Guinea,Papunesia,ID,,language,wals1
1053,xmu,kamu1258,Kamu,-13.5833333333,130.833333333,Eastern Daly,Eastern Daly,Australia,AU,,language,wals1
1054,ogo,khan1278,Kana,4.75,7.41666666667,Cross River,Niger-Congo,Africa,NG,,language,wals1
1055,kna,dera1248,Kanakuru,10.0,12.0,West Chadic,Afro-Asiatic,Africa,NG,,language,wals1
1056,xns,kana1283,Kanashi,32.0833333333,77.25,Bodic,Sino-Tibetan,Eurasia,IN,,language,wals1
1057,kbl,kane1243,Kanembu,14.0,15.0,Western Saharan,Saharan,Africa,NG NE TD,,language,wals1
1058,ikt,west2618,Kangiryuarmiut,68.3333333333,-133.75,Eskimo,Eskimo-Aleut,North America,CA,,language,wals1
1059,kjb,qanj1241,Kanjobal (Eastern),15.3333333333,-91.6666666667,Mayan,Mayan,North America,GT,,language,wals1
1060,knj,west2635,Kanjobal (Western),15.8333333333,-91.8333333333,Mayan,Mayan,North America,GT,,language,wals1
1061,kne,kank1243,Kankanay,16.75,120.583333333,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
1062,kan,nucl1305,Kannada,14.0,76.0,Southern Dravidian,Dravidian,Eurasia,IN,,language,wals1
1063,,kano1245,Kanoê,-13.25,-61.0,Kapixana,Kapixana,South America,BR,,language,wals1
1064,khd,badi1247,Kanum (Bädi),-8.83333333333,140.75,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,ID,,language,wals1
1065,kcd,ngka1235,Kanum (Ngkâlmpw),-8.66666666667,140.916666667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,ID,,language,wals1
1066,knc,cent2050,Kanuri,12.0,13.0,Western Saharan,Saharan,Africa,NE TD NG SD,2 Words derived from Min Nan Chinese te,language,wals1
1067,kny,kany1247,Kanyok,-7.33333333333,23.5833333333,Bantoid,Niger-Congo,Africa,CD,,language,wals1
1068,pam,pamp1243,Kapampangan,15.3333333333,120.5,Central Luzon,Austronesian,Papunesia,PH,,language,wals1
1069,kpg,kapi1249,Kapingamarangi,1.05,154.75,Oceanic,Austronesian,Papunesia,FM,,language,wals1
1070,kah,kara1482,Kara (in Central African Republic),10.0,23.0,Bongo-Bagirmi,Central Sudanic,Africa,CF,,language,wals1
1071,leu,kara1486,Kara (in Papua New Guinea),-2.83333333333,151.116666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1072,krc,kara1465,Karachay-Balkar,43.5,42.0,Turkic,Altaic,Eurasia,RU,,language,wals1
