,iso,glcode,name,lat,lon,genus,family,macroarea,country,tea,level,from
1392,ltz,luxe1241,Luxemburgeois,49.8333333333,6.16666666667,Germanic,Indo-European,Eurasia,LU,2 Words derived from Min Nan Chinese te,language,wals1
1393,luy,saam1283,Luyia,0.416666666667,34.5,Bantoid,Niger-Congo,Africa,KE,,language,wals1
1394,lee,lyel1241,Lyele,12.5,-2.66666666667,Gur,Niger-Congo,Africa,BF,,language,wals1
1395,psr,port1277,Língua Gestual Portuguesa,40.0,-8.0,Sign Languages,other,Eurasia,PT,,language,wals1
1396,bzs,braz1236,Língua de Sinais Brasileira,-15.0,-48.0,Sign Languages,other,South America,BR,,language,wals1
1397,khb,luuu1242,Lü,22.0,100.666666667,Kam-Tai,Tai-Kadai,Eurasia,LA MM CN,,language,wals1
1398,msj,made1252,Ma,3.5,28.0,Ubangi,Niger-Congo,Africa,CD,,language,wals1
1399,mhy,maan1238,Ma'anyan,-2.0,115.0,Barito,Austronesian,Papunesia,ID,,language,wals1
1400,mhi,madi1260,Ma'di,3.25,31.5,Moru-Ma'di,Central Sudanic,Africa,SD UG,,language,wals1
1401,slz,maya1282,Ma'ya,-1.25,130.916666667,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,language,wals1
1402,mdy,male1284,Maale,6.0,36.9166666667,North Omotic,Afro-Asiatic,Africa,ET,,language,wals1
1403,mas,masa1300,Maasai,-3.0,36.0,Nilotic,Eastern Sudanic,Africa,KE TZ,,language,wals1
1404,mde,maba1277,Maba,13.75,20.8333333333,Maban,Maban,Africa,TD,,language,wals1
1405,mca,maca1260,Maca,-25.0,-57.5,Matacoan,Matacoan,South America,PY,,language,wals1
1406,mbn,maca1259,Macaguán,6.5,-71.3333333333,Guahiban,Guahiban,South America,CO,,language,wals1
1407,mkd,mace1250,Macedonian,41.6666666667,21.75,Slavic,Indo-European,Eurasia,MK,,language,wals1
1408,mcb,mach1267,Machiguenga,-12.0,-72.6666666667,Pre-Andine Arawakan,Arawakan,South America,PE,,language,wals1
1409,myy,macu1260,Macuna,-0.333333333333,-70.1666666667,Tucanoan,Tucanoan,South America,CO BR,,language,wals1
1410,mbc,macu1259,Macushi,4.0,-60.0,Cariban,Cariban,South America,GY BR VR,,language,wals1
1411,mxu,mada1293,Mada (in Cameroon),10.8333333333,14.1666666667,Biu-Mandara,Afro-Asiatic,Africa,CM,,language,wals1
1412,mda,mada1282,Mada (in Nigeria),8.75,8.25,Platoid,Niger-Congo,Africa,NG,,language,wals1
1413,,west2443,Madimadi,-34.5,143.5,Southeastern Pama-Nyungan,Pama-Nyungan,,AU,,language,wals1
1414,mad,nucl1460,Madurese,-7.0,113.5,Malayo-Sumbawan,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
1415,mme,maee1241,Mae,-16.0,167.25,Oceanic,Austronesian,Papunesia,VU,,language,wals1
1416,mag,maga1260,Magahi,23.5,85.5,Indic,Indo-European,Eurasia,IN,,language,wals1
1417,mgp,east2352,Magar,28.0,83.0,Mahakiranti,Sino-Tibetan,Eurasia,NP,,language,wals1
1418,mrd,west2418,Magar (Syangja),28.0833333333,83.8333333333,Mahakiranti,Sino-Tibetan,Eurasia,NP,,language,wals1
1419,mgu,mail1248,Magi,-10.3333333333,149.333333333,Mailuan,Trans-New Guinea,Papunesia,PG,,language,wals1
1420,mdh,magu1243,Magindanao,6.83333333333,124.5,Greater Central Philippine,Austronesian,Papunesia,PH,,language,wals1
1421,mhe,besi1244,Mah Meri,2.83333333333,101.5,Aslian,Austro-Asiatic,Eurasia,MY,,language,wals1
1422,mof,mohe1244,Mahican,42.6666666667,-73.5,Algonquian,Algic,North America,US,,language,wals1
1423,nmu,nort2952,Maidu (Northeast),40.0,-120.666666667,Maiduan,Penutian,North America,US,,language,wals1
1424,,maip1246,Maipure,5.5,-67.5,Alto-Orinoco,Arawakan,South America,VR,,language,wals1
1425,zrs,nucl1594,Mairasi,-3.5,134.0,Mairasi-Tanahmerah,Trans-New Guinea,Papunesia,ID,,language,wals1
1426,mbq,mais1250,Maisin,-9.5,149.166666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1427,mai,mait1250,Maithili,26.0,86.0,Indic,Indo-European,Eurasia,NP IN,,language,wals1
1428,mpe,maja1242,Majang,6.75,35.0,Surmic,Eastern Sudanic,Africa,ET,,language,wals1
1429,mcp,maka1304,Makaa,3.41666666667,12.25,Bantoid,Niger-Congo,Africa,CM,,language,wals1
1430,myh,maka1318,Makah,48.3333333333,-124.666666667,Southern Wakashan,Wakashan,North America,US,,language,wals1
1431,mkz,maka1316,Makasae,-8.66666666667,126.5,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,Papunesia,TL,,language,wals1
1432,mak,maka1311,Makassar,-5.41666666667,119.583333333,South Sulawesi,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
1433,mgf,makl1246,Maklew,-7.66666666667,139.416666667,Bulaka River,Bulaka River,Papunesia,ID,,language,wals1
1434,kde,mako1251,Makonde,-11.0,40.0,Bantoid,Niger-Congo,Africa,MZ TZ,,language,wals1
1435,xsq,makh1264,Makua,-15.0,38.6666666667,Bantoid,Niger-Congo,Africa,MZ,,language,wals1
1436,mcm,mala1533,Malacca Creole,2.2,102.25,Creoles and Pidgins,other,Eurasia,MY,,language,wals1
1437,plt,plat1254,Malagasy,-20.0,47.0,Barito,Austronesian,Africa,MG,2 Words derived from Min Nan Chinese te,language,wals1
1438,mpb,mull1237,Malakmalak,-13.4166666667,130.416666667,Northern Daly,Northern Daly,Australia,AU,,language,wals1
1439,zsm,stan1306,Malay,3.0,102.0,Malayo-Sumbawan,Austronesian,Eurasia,MY,,language,wals1
1440,zlm,mala1479,Malay (Kuala Lumpur),3.16666666667,101.7,Malayo-Sumbawan,Austronesian,Eurasia,MY,,language,wals1
1441,zmi,nege1240,Malay (Ulu Muar),2.66666666667,102.5,Malayo-Sumbawan,Austronesian,Eurasia,MY,,language,wals1
1442,mal,mala1464,Malayalam,10.0,76.5,Southern Dravidian,Dravidian,Eurasia,IN,1 Words derived from Sinitic cha,language,wals1
1443,mgl,male1289,Maleu,-5.71666666667,148.416666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1444,mfi,wand1278,Malgwa,11.5,13.75,Biu-Mandara,Afro-Asiatic,Africa,NG,,language,wals1
1445,gcc,mali1284,Mali,-4.83333333333,152.25,Baining,Baining-Taulil,Papunesia,PG,,language,wals1
1446,mlt,malt1254,Maltese,35.9166666667,14.4166666667,Semitic,Afro-Asiatic,Eurasia,MT,2 Words derived from Min Nan Chinese te,language,wals1
1447,kmj,kuma1274,Malto,25.0,87.3333333333,Northern Dravidian,Dravidian,Eurasia,IN,,language,wals1
1448,mvc,mamc1234,Mam,15.0,-91.8333333333,Mayan,Mayan,North America,GT,,language,wals1
1449,mms,mams1234,Mam (Southern),14.8333333333,-91.6666666667,Mayan,Mayan,North America,GT,,language,wals1
1450,mmn,mama1275,Mamanwa,9.41666666667,125.5,Greater Central Philippine,Austronesian,Papunesia,PH,,language,wals1
1451,mqj,mama1276,Mamasa,-3.08333333333,119.666666667,South Sulawesi,Austronesian,Papunesia,ID,,language,wals1
1452,mcs,mamb1294,Mambai,9.66666666667,14.0,Adamawa,Niger-Congo,Africa,TD,,language,wals1
1453,mcu,nige1255,Mambila,6.75,11.5,Bantoid,Niger-Congo,Africa,CM NG,,language,wals1
1454,mgr,mamb1296,Mambwe,-9.08333333333,31.1666666667,Bantoid,Niger-Congo,Africa,TZ ZM,,language,wals1
1455,maw,mamp1244,Mampruli,10.3333333333,-0.666666666667,Gur,Niger-Congo,Africa,GH TG,,language,wals1
1456,mdi,mamv1243,Mamvu,3.25,29.0,Mangbutu-Efe,Central Sudanic,Africa,CD,,language,wals1
1457,xmm,mala1481,Manadonese,1.5,124.833333333,Malayo-Sumbawan,Austronesian,Papunesia,ID,,language,wals1
1458,mva,mana1295,Manam,-4.0,145.0,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1459,mle,mana1298,Manambu,-4.25,142.833333333,Middle Sepik,Sepik,Papunesia,PG,,language,wals1
1460,nmm,mana1288,Manange,28.5833333333,84.0,Bodic,Sino-Tibetan,Eurasia,NP,,language,wals1
1461,mnc,manc1252,Manchu,49.5,127.5,Tungusic,Altaic,Eurasia,CN,,language,wals1
1462,mid,nucl1706,Mandaic (Modern),31.0,48.5,Semitic,Afro-Asiatic,Eurasia,IR IQ,,language,wals1
1463,mhq,mand1446,Mandan,46.5,-102.5,Core Siouan,Siouan,North America,US,,language,wals1
1464,mdr,mand1442,Mandar,-3.41666666667,119.083333333,South Sulawesi,Austronesian,Papunesia,ID,,language,wals1
1465,cmn,mand1415,Mandarin,34.0,110.0,Chinese,Sino-Tibetan,Eurasia,CN,1 Words derived from Sinitic cha,language,wals1
1466,mnk,mand1436,Mandinka,13.0,-15.6666666667,Western Mande,Mande,Africa,ML SN GN,,language,wals1
1467,mnk,mand1436,Mandinka (Gambian),13.4166666667,-16.0,Western Mande,Mande,Africa,GM,,language,wals1
1468,jet,mane1266,Manem,-3.0,140.833333333,Border,Border,Papunesia,ID PG,,language,wals1
1469,mna,mbul1263,Mangap-Mbula,-5.66666666667,148.083333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1470,mpc,mang1381,Mangarrayi,-14.6666666667,133.5,Mangarrayi,Mangarrayi-Maran,Australia,AU,,language,wals1
1471,mdj,mang1394,Mangbetu,2.5,26.5,Mangbetu,Central Sudanic,Africa,CD,,language,wals1
1472,mqy,mang1405,Manggarai,-8.5,120.333333333,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
1473,mjg,tuuu1240,Mangghuer,36.0,102.0,Mongolic,Altaic,Eurasia,CN,,language,wals1
1474,mge,mang1398,Mango,8.75,17.0,Bongo-Bagirmi,Central Sudanic,Africa,TD,,language,wals1
1475,emk,east2426,Maninka,10.5,-9.5,Western Mande,Mande,Africa,GN SL,,language,wals1
1476,mlq,west2500,Maninka (Western),13.0,-11.0,Western Mande,Mande,Africa,ML,,language,wals1
1477,mfv,mand1419,Manjaku,12.0,-16.25,Northern Atlantic,Niger-Congo,Africa,GW,,language,wals1
1478,knf,mank1251,Mankanya,12.0833333333,-15.9166666667,Northern Atlantic,Niger-Congo,Africa,GW,,language,wals1
1479,nge,ngem1255,Mankon,6.0,10.1666666667,Bantoid,Niger-Congo,Africa,CM,,language,wals1
1480,mev,mann1248,Mano,7.0,-9.0,Eastern Mande,Mande,Africa,LR GN,,language,wals1
1481,mbb,west2555,Manobo (Western Bukidnon),7.66666666667,124.75,Greater Central Philippine,Austronesian,Papunesia,PH,,language,wals1
1482,mns,mans1258,Mansi,62.0,62.0,Ugric,Uralic,Eurasia,RU,,language,wals1
1483,mpj,mart1256,Mantjiltjara,-22.6666666667,125.083333333,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1484,glv,manx1243,Manx,54.1666666667,-4.5,Celtic,Indo-European,Eurasia,GB,,language,wals1
1485,mri,maor1246,Maori,-40.0,176.0,Oceanic,Austronesian,Papunesia,NZ,2 Words derived from Min Nan Chinese te,language,wals1
1486,mcg,mapo1246,Mapoyo,6.0,-67.0,Cariban,Cariban,South America,VR,,language,wals1
1487,arn,mapu1245,Mapudungun,-38.0,-72.0,Araucanian,Araucanian,South America,CL,,language,wals1
1488,mec,mara1385,Mara,-15.0,135.166666667,Mara,Mangarrayi-Maran,Australia,AU,,language,wals1
1489,mrw,mara1404,Maranao,7.83333333333,124.25,Greater Central Philippine,Austronesian,Papunesia,PH,,language,wals1
1490,zmr,mara1386,Maranungku,-13.6666666667,130.0,Wagaydy,Western Daly,Australia,AU,3 Others,language,wals1
1491,mar,mara1378,Marathi,19.0,76.0,Indic,Indo-European,Eurasia,IN,1 Words derived from Sinitic cha,language,wals1
1492,rnp,rong1264,Marchha,30.25,79.5833333333,Bodic,Sino-Tibetan,Eurasia,IN,,language,wals1
1493,zmc,marg1253,Margany,-27.0,144.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1494,mrt,marg1265,Margi,11.0,13.0,Biu-Mandara,Afro-Asiatic,Africa,NG,,language,wals1
1495,mrj,west2392,Mari (Hill),57.0,58.0,Mari,Uralic,Eurasia,RU,,language,wals1
1496,mhr,east2328,Mari (Meadow),57.0,48.0,Mari,Uralic,Eurasia,RU,1 Words derived from Sinitic cha,language,wals1
1497,mrc,mari1440,Maricopa,33.1666666667,-113.166666667,Yuman,Hokan,North America,US,,language,wals1
1498,mrz,nucl1622,Marind,-7.83333333333,140.166666667,Marind Proper,Marind,Papunesia,ID,,language,wals1
1499,mbw,mari1435,Maring,-5.5,144.666666667,Chimbu,Trans-New Guinea,Papunesia,PG,,language,wals1
1500,zmt,mari1419,Maringarr,-14.25,130.0,Bringen,Western Daly,Australia,AU,,language,wals1
1501,mrq,sout2866,Marquesan,-8.91666666667,-140.083333333,Oceanic,Austronesian,Papunesia,PF,,language,wals1
1502,mfr,mari1424,Marrithiyel,-13.8333333333,130.0,Bringen,Western Daly,Australia,AU,,language,wals1
1503,mah,mars1254,Marshallese,7.11666666667,171.05,Oceanic,Austronesian,Papunesia,MH,2 Words derived from Min Nan Chinese te,language,wals1
1504,gcf,guad1242,Martinique Creole,14.6666666667,-61.0,Creoles and Pidgins,other,North America,MQ,,language,wals1
1505,mpj,mart1256,Martu Wangka,-21.5,126.0,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1506,vma,mart1255,Martuthunira,-20.8333333333,116.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1507,mhx,maru1249,Maru,23.5,98.5,Burmese-Lolo,Sino-Tibetan,Eurasia,MM,,language,wals1
1508,mcn,masa1322,Masa,10.5,15.5,Masa,Afro-Asiatic,Africa,TD CM,,language,wals1
1509,jle,ngil1242,Masakin,10.6666666667,30.0,Talodi,Kordofanian,Africa,SD,,language,wals1
1510,mls,nucl1440,Masalit,13.3333333333,22.0,Maban,Maban,Africa,SD TD,,language,wals1
1511,wam,wamp1249,Massachusett,42.5,-71.0,Algonquian,Algic,North America,US,,language,wals1
1512,mpq,mati1255,Matis,-4.41666666667,-70.25,Panoan,Panoan,South America,BR,,language,wals1
1513,zml,madn1237,Matngele,-13.8333333333,130.416666667,Eastern Daly,Eastern Daly,Australia,AU,,language,wals1
1514,mcf,mats1244,Matsés,-5.41666666667,-73.25,Panoan,Panoan,South America,PE BR,,language,wals1
1515,mvb,matt1238,Mattole,40.1666666667,-124.166666667,Athapaskan,Na-Dene,North America,US,,language,wals1
1516,mjk,matu1261,Matukar,-4.91666666667,145.75,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1517,mgw,matu1259,Matuumbi,-8.5,39.0,Bantoid,Niger-Congo,Africa,TZ,,language,wals1
1518,mxx,maho1249,Mauka,8.33333333333,-7.5,Western Mande,Mande,Africa,CI,,language,wals1
1519,mph,maun1240,Maung,-11.9166666667,133.5,Iwaidjan,Iwaidjan,Australia,AU,,language,wals1
1520,mfe,mori1278,Mauritian Creole,-20.3333333333,57.5,Creoles and Pidgins,other,Africa,MU,,language,wals1
1521,mke,mawc1242,Mawchi,21.3333333333,73.6666666667,Indic,Indo-European,Eurasia,IN,,language,wals1
1522,mbl,maxa1247,Maxakalí,-18.0,-40.0,Maxakalí,Macro-Ge,South America,BR,,language,wals1
1523,yan,,Mayangna,13.0,-84.5,,,North America,,,language,wals2
1524,ayz,maib1239,Maybrat,-1.33333333333,132.5,North-Central Bird's Head,West Papuan,Papunesia,ID,,language,wals1
1525,,mayk1239,Mayi-Yapi,-20.0,141.0,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1526,mfy,mayo1264,Mayo,26.0,-108.0,Cahita,Uto-Aztecan,North America,MX,,language,wals1
1527,mdm,mayo1261,Mayogo,3.0,29.0,Ubangi,Niger-Congo,Africa,CD,,language,wals1
1528,maz,maza1293,Mazahua,19.4166666667,-99.9166666667,Otomian,Oto-Manguean,North America,MX,,language,wals1
1529,mzn,maza1291,Mazanderani,36.5,52.0,Iranian,Indo-European,Eurasia,IR,,language,wals1
1530,maq,chiq1250,Mazatec (Chiquihuitlán),17.75,-96.9166666667,Popolocan,Oto-Manguean,North America,MX,,language,wals1
1531,mau,huau1238,Mazatec (Huautla),18.25,-96.8333333333,Popolocan,Oto-Manguean,North America,MX,,language,wals1
1532,mfc,mbaa1245,Mba,1.0,25.0,Ubangi,Niger-Congo,Africa,CD,,language,wals1
1533,,mbab1239,Mbabaram,-17.1666666667,145.0,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1534,lnb,mbal1255,Mbalanhu,-17.5,15.0,Bantoid,Niger-Congo,Africa,,,language,wals1
1535,mpk,mbar1260,Mbara,11.0,15.4166666667,Biu-Mandara,Afro-Asiatic,Africa,TD,,language,wals1
1536,myb,mbay1241,Mbay,8.25,17.5,Bongo-Bagirmi,Central Sudanic,Africa,TD,1 Words derived from Sinitic cha,language,wals1
1537,mtk,mbee1250,Mbe',6.28333333333,11.0833333333,Bantoid,Niger-Congo,Africa,CM,,language,wals1
1538,mdt,mber1257,Mbere,-0.5,14.0,Bantoid,Niger-Congo,Africa,GA CG,,language,wals1
1539,baw,bamb1266,Mbili,6.11666666667,10.2,Bantoid,Niger-Congo,Africa,CM,,language,wals1
1540,gmm,gbay1281,Mbodomo,4.5,15.5,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,CF,,language,wals1
1541,mdq,mbol1247,Mbole,-0.666666666667,24.6666666667,Bantoid,Niger-Congo,Africa,CD,,language,wals1
1542,mdw,mbos1242,Mbosi,-1.25,15.5,Bantoid,Niger-Congo,Africa,CG,,language,wals1
1543,mhd,mbug1240,Mbugu,-4.33333333333,38.1666666667,Southern Cushitic,Afro-Asiatic,Africa,TZ,,language,wals1
1544,mdd,mbum1254,Mbum,7.75,13.1666666667,Adamawa,Niger-Congo,Africa,TD CF CM,,language,wals1
1545,mym,meen1242,Me'en,5.0,37.0,Surmic,Eastern Sudanic,Africa,ET,,language,wals1
1546,nux,mehe1243,Mehek,-3.75,142.5,Tama Sepik,Sepik,Papunesia,PG,,language,wals1
1547,gdq,mehr1241,Mehri,17.0,51.5,Semitic,Afro-Asiatic,Eurasia,YE OM,,language,wals1
1548,mni,mani1292,Meithei,24.75,94.0,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,language,wals1
1549,skf,saki1248,Mekens,-12.5,-61.5,Tupari,Tupian,South America,BR,,language,wals1
1550,mek,meke1243,Mekeo,-8.33333333333,146.5,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1551,mel,cent2101,Melanau,2.5,111.5,North Borneo,Austronesian,Papunesia,MY,,language,wals1
1552,bew,beta1252,Melayu Betawi,-6.5,107.0,Creoles and Pidgins,other,Papunesia,ID,,language,wals1
1553,men,mend1266,Mende,7.83333333333,-11.5,Western Mande,Mande,Africa,SL,,language,wals1
1554,mez,meno1252,Menomini,45.5,-88.3333333333,Algonquian,Algic,North America,US,,language,wals1
1555,mwv,ment1249,Mentawai,-1.5,99.0,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
1556,sdo,buka1257,Mentuh Tapuh,1.25,111.0,Land Dayak,Austronesian,Papunesia,MY,,language,wals1
1557,mcr,meny1245,Menya,-7.25,146.0,Angan,Trans-New Guinea,Papunesia,PG,,language,wals1
1558,ulk,meri1244,Meryam Mir,-9.91666666667,144.083333333,Western Fly,Western Fly,Papunesia,AU,,language,wals1
1559,mej,meya1236,Meyah,-1.16666666667,133.5,East Bird's Head,East Bird's Head,Papunesia,ID,,language,wals1
1560,mpt,mian1256,Mian,-4.75,141.5,Ok,Trans-New Guinea,Papunesia,PG,,language,wals1
1561,crg,mich1243,Michif,52.0,-100.166666667,Algonquian,Algic,North America,CA,,language,wals1
1562,mic,mikm1235,Micmac,45.0,-63.0,Algonquian,Algic,North America,CA,,language,wals1
1563,mei,mido1240,Midob,15.0833333333,26.25,Nubian,Eastern Sudanic,Africa,SD,,language,wals1
1564,ium,iumi1238,Mien,25.0,111.0,Hmong-Mien,Hmong-Mien,Eurasia,CN,,language,wals1
1565,mmy,miga1249,Migama,12.1666666667,19.8333333333,East Chadic,Afro-Asiatic,Africa,TD,,language,wals1
1566,tma,tama1331,Miisiirii,13.5,22.0,Taman,Eastern Sudanic,Africa,TD SD,,language,wals1
1567,mxj,miju1243,Miju,29.0,96.0,Tani,Sino-Tibetan,Eurasia,IN,,language,wals1
1568,msy,arua1260,Mikarew,-4.41666666667,144.916666667,Mikarew,Lower Sepik-Ramu,Papunesia,PG,,language,wals1
1569,mik,mika1239,Mikasuki,32.0,-85.0,Muskogean,Muskogean,North America,US,,language,wals1
1570,mjw,karb1241,Mikir,26.3333333333,93.5,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,language,wals1
1571,adi,damu1236,Milang,28.5,95.25,Tani,Sino-Tibetan,Eurasia,IN,,language,wals1
1572,,,Min (Southern),25.0,118.0,,,Eurasia,,,language,wals2
1573,hna,mina1276,Mina,10.3333333333,13.8333333333,Biu-Mandara,Afro-Asiatic,Africa,CM,,language,wals1
1574,min,mina1268,Minangkabau,-1.0,101.0,Malayo-Sumbawan,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
1575,mvn,mina1269,Minaveha,-9.6,150.466666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
1576,xmf,ming1252,Mingrelian,42.5,42.0,Kartvelian,Kartvelian,Eurasia,GE,,language,wals1
1577,mrg,misi1242,Miri (Hill):,27.9166666667,93.8333333333,Tani,Sino-Tibetan,Eurasia,IN,,language,wals1
1578,mep,miri1266,Miriwung,-15.6666666667,129.0,Jarrakan,Jarrakan,Australia,AU,,language,wals1
1579,nju,ngad1258,Mirniny,-31.0,129.0,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
1580,mrg,misi1242,Mising,28.5,94.8333333333,Tani,Sino-Tibetan,Eurasia,IN,,language,wals1
1581,miq,misk1235,Miskito,14.0,-83.6666666667,Misumalpan,Misumalpan,North America,NI,,language,wals1
1582,zmq,mitu1240,Mituku,-1.66666666667,25.5,Bantoid,Niger-Congo,Africa,CD,,language,wals1
1583,csi,coas1301,Miwok (Bodega),38.3333333333,-123.0,Miwok,Penutian,North America,US,,language,wals1
1584,csm,cent2140,Miwok (Central Sierra),38.0,-120.333333333,Miwok,Penutian,North America,US,,language,wals1
1585,lmw,lake1258,Miwok (Lake),38.9166666667,-122.666666667,Miwok,Penutian,North America,US,,language,wals1
1586,nsq,nort2968,Miwok (Northern Sierra),38.3333333333,-120.666666667,Miwok,Penutian,North America,US,,language,wals1
1587,pmw,plai1259,Miwok (Plains),38.0,-121.0,Miwok,Penutian,North America,US,,language,wals1
1588,skd,sout2985,Miwok (Southern Sierra),37.5,-120.0,Miwok,Penutian,North America,US,2 Words derived from Min Nan Chinese te,language,wals1
1589,,,Mixe (Ayutla),17.0833333333,-96.0833333333,Mixe-Zoque,Mixe-Zoque,,MX,,language,wals1
1590,mco,coat1238,Mixe (Coatlán),16.9166666667,-95.6666666667,Mixe-Zoque,Mixe-Zoque,North America,MX,,language,wals1
1591,mxp,tlah1239,Mixe (Tlahuitoltepec),17.0833333333,-96.1666666667,Mixe-Zoque,Mixe-Zoque,North America,MX,,language,wals1
1592,mto,toto1305,Mixe (Totontepec),17.25,-96.0,Mixe-Zoque,Mixe-Zoque,North America,MX,,language,wals1
1593,mim,alac1244,Mixtec (Alacatlatzala),17.25,-98.5833333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1594,mib,atat1238,Mixtec (Atatlahuca),17.0,-97.75,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1595,miy,ayut1236,Mixtec (Ayutla),16.9166666667,-99.1666666667,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1596,mig,sanm1295,Mixtec (Chalcatongo),17.05,-97.5833333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1597,mih,chay1249,Mixtec (Chayuco),16.4166666667,-97.8333333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1598,miz,coat1241,Mixtec (Coatzospan),18.0833333333,-96.5833333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1599,mxt,jami1235,Mixtec (Jamiltepec),16.25,-97.8333333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1600,mio,pino1237,Mixtec (Jicaltepec),16.3333333333,-98.0,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1601,mig,sanm1295,Mixtec (Molinos),17.0,-97.5833333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1602,mie,ocot1243,Mixtec (Ocotepec),17.1666666667,-97.75,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1603,mil,peno1244,Mixtec (Peñoles),17.0833333333,-96.9166666667,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1604,mjc,sanj1281,Mixtec (San Juan Colorado),16.5,-98.0,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1605,mig,sanm1295,Mixtec (San Miguel el Grande),17.05,-97.5666666667,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1606,mks,sila1250,Mixtec (Silacayoapan),17.5,-98.1666666667,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1607,mpm,yoso1239,Mixtec (Yosondúa),16.9166666667,-97.5833333333,Mixtecan,Oto-Manguean,North America,MX,,language,wals1
1608,mkf,miya1266,Miya,10.9166666667,9.66666666667,West Chadic,Afro-Asiatic,Africa,NG,,language,wals1
1609,lus,lush1249,Mizo,23.1666666667,92.8333333333,Kuki-Chin,Sino-Tibetan,Eurasia,IN BD,,language,wals1
1610,mra,mlab1235,Mlabri (Minor),18.5,101.0,Palaung-Khmuic,Austro-Asiatic,Eurasia,TH,,language,wals1
1611,mng,east2333,Mnong (Eastern),12.6666666667,108.5,Bahnaric,Austro-Asiatic,Eurasia,VN,,language,wals1
1612,moy,shek1244,Moca,7.58333333333,35.5,North Omotic,Afro-Asiatic,Africa,ET,,language,wals1
1613,,moch1259,Mochica,-7.5,-79.3333333333,Chimúan,Chimúan,South America,PE,,language,wals1
1614,moc,moco1246,Mocoví,-28.0,-60.5,South Guaicuruan,Guaicuruan,South America,AR,,language,wals1
1615,mif,mofu1248,Mofu-Gudur,10.5,14.0,Biu-Mandara,Afro-Asiatic,Africa,CM,,language,wals1
1616,mhj,mogh1245,Moghol,35.0,62.0,Mongolic,Altaic,Eurasia,AF,,language,wals1
1617,moh,moha1258,Mohawk,43.5,-74.25,Northern Iroquoian,Iroquoian,North America,CA US,,language,wals1
1618,mov,moha1256,Mojave,34.6666666667,-114.583333333,Yuman,Hokan,North America,US,,language,wals1
1619,mkj,moki1238,Mokilese,6.66666666667,159.75,Oceanic,Austronesian,Papunesia,FM,,language,wals1
1620,moz,muku1242,Mokilko,11.9166666667,18.0833333333,East Chadic,Afro-Asiatic,Africa,TD,,language,wals1
1621,mbe,mola1238,Molala,44.5,-122.5,Molala,Penutian,North America,US,,language,wals1
1622,ron,roma1327,Moldavian,47.0,29.0,Romance,Indo-European,Eurasia,MD,1 Words derived from Sinitic cha,language,wals1
1623,mso,nucl1452,Mombum,-8.25,138.75,Mombum,Mombum,Papunesia,ID,,language,wals1
1624,fqs,fass1245,Momu,-3.0,141.583333333,Fas,Kwomtari-Baibai,Papunesia,PG,,language,wals1
1625,mqf,momu1241,Momuna,-4.83333333333,139.25,Momuna,Trans-New Guinea,Papunesia,ID,,language,wals1
1626,mnw,monn1252,Mon,14.8333333333,100.5,Monic,Austro-Asiatic,Eurasia,TH MM,,language,wals1
