,iso,glcode,language,level,branch,family,macroarea,country,lat,lon,from
13823,,manu1263,Manusela-Huaulu,family,,Austronesian,,,,,glot
13824,glv,manx1243,Manx,language,Celtic,Indo-European,Eurasia,GB,54.1666666667,-4.5,wals1
13825,,manx1244,Manx English,dialect,,Indo-European,Eurasia,IM,54.1781,-4.5733,glot
13826,mzj,many1261,Manya,language,,mand1469,Africa,GN LR,8.56186,-9.44257,glot
13827,,naia1238,Manyallaluk Mayali,dialect,,gunw1250,Australia,,,,glot
13828,,many1257,Manyarring,dialect,,Pama-Nyungan,Australia,,,,glot
13829,mny,many1259,Manyawa,language,,Atlantic-Congo,Africa,MZ,-16.4963,36.8459,glot
13830,mxc,many1258,Manyika,language,,Atlantic-Congo,Africa,MZ ZW,-18.1927,32.8052,glot
13831,,many1256,Manyjilyjara,dialect,,Pama-Nyungan,Australia,AU,-22.51763,123.84021,glot
13832,,many1260,Manyok,dialect,,Atlantic-Congo,Africa,,,,glot
13833,mzv,manz1243,Manza,language,,Atlantic-Congo,Africa,CF,6.51218,18.7935,glot
13834,,manz1241,Manza-Ngbaka,family,,Atlantic-Congo,,,,,glot
13835,,manz1242,Manzaic,family,,Atlantic-Congo,,,,,glot
13836,,manz1244,Manzala,dialect,,Afro-Asiatic,Africa,,,,glot
13837,,maoo1244,Mao,dialect,,Atlantic-Congo,Africa,,,,glot
13838,,maoo1245,Mao (Nigeria),dialect,,saha1256,Africa,,,,glot
13839,nbi,maon1238,Mao Naga,language,,Sino-Tibetan,Eurasia,IN,25.3836,94.0035,glot
13840,mmd,maon1241,Maonan,language,,taik1256,Eurasia,CN,25.0169,108.024,glot
13841,,maon1240,Maonan-Chadong,family,,taik1256,,,,,glot
13842,,maon1239,Maonan-Mak-Sui,family,,taik1256,,,,,glot
13843,,maop1237,Maopa,dialect,,Austronesian,Papunesia,,,,glot
13844,,maor1245,Maore,dialect,,Atlantic-Congo,Africa,,,,glot
13845,swb,maor1244,Maore Comorian,language,,Atlantic-Congo,Africa,YT,-12.830306,45.154942,glot
13846,mri,maor1246,Maori,language,Oceanic,Austronesian,Papunesia,NZ,-40.0,176.0,wals1
13847,,mapa1243,Mapanga,dialect,,Atlantic-Congo,Africa,,,,glot
13848,mlh,mape1249,Mape,language,,Nuclear Trans New Guinea,Papunesia,PG,-6.59318,147.682,glot
13849,,fuka1239,Mape-East,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13850,,nucl1610,Mape-West,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13851,mnm,mape1250,Mapena,language,,daga1274,Papunesia,PG,-9.77803,149.495,glot
13852,mpy,mapi1250,Mapia,language,,Austronesian,Papunesia,ID,0.908889,134.304722,glot
13853,,mapi1249,Mapia (Biak),dialect,,Austronesian,Papunesia,,,,glot
13854,mpw,mapi1252,Mapidian-Mawayana,language,,araw1281,South America,BR GY,1.190187,-58.585983,glot
13855,,mapi1253,Mapidianic,family,,araw1281,,,,,glot
13856,,mapi1251,Mapiya-Kegata,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13857,,mapo1243,Mapos,dialect,,Austronesian,Papunesia,,,,glot
13858,bzh,mapo1242,Mapos Buang,language,,Austronesian,Papunesia,PG,-6.86672,146.774,glot
13859,,mapo1247,Mapos-Mangga-Wagau,family,,Austronesian,,,,,glot
13860,mcg,mapo1246,Mapoyo,language,Cariban,Cariban,South America,VR,6.0,-67.0,wals1
13861,,mapo1244,Mapoyo-Tamanaku,family,,cari1283,,,,,glot
13862,,mapo1245,Mapoyo-Yawarana,family,,cari1283,,,,,glot
13863,,mapp1234,Mappi-Digul Awyu,family,,Nuclear Trans New Guinea,,,,,glot
13864,,mapr1240,Maprik,dialect,,nduu1242,Papunesia,,,,glot
13865,arn,mapu1245,Mapudungun,language,Araucanian,Araucanian,South America,CL,-38.0,-72.0,wals1
13866,sjm,mapu1244,Mapun,language,,Austronesian,Papunesia,MY PH,6.09061,118.75,glot
13867,,maqu1239,Maquiritari-Wayumara,family,,cari1283,,,,,glot
13868,,marb1243,Mar Bishu,dialect,,Afro-Asiatic,Eurasia,,,,glot
13869,mkb,malp1246,Mar Paharia of Dumka,language,,Indo-European,Eurasia,IN,24.087,87.3507,glot
13870,mec,mara1385,Mara,language,Mara,Mangarrayi-Maran,Australia,AU,-15.0,135.166666667,wals1
13871,,mara1395,Mara (Central Sudanic),dialect,,cent2225,Africa,,,,glot
13872,,mara1413,Mara (Malgbe),dialect,,Afro-Asiatic,Africa,,,,glot
13873,mrh,mara1382,Mara Chin,language,,Sino-Tibetan,Eurasia,IN MM,22.1138,93.0387,glot
13874,,mara1405,Mara-Gomu,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13875,,mara1389,Maraba,dialect,,Atlantic-Congo,Africa,,,,glot
13876,,mara1394,Maracha,dialect,,cent2225,Africa,,,,glot
13877,lri,mara1393,Marachi,language,,Atlantic-Congo,Africa,KE,0.34,34.22,glot
13878,vmh,mara1373,Maraghei,language,,Indo-European,Eurasia,IR,36.8259,49.9665,glot
13879,,mara1409,Maragua,language,,araw1281,South America,BR,-3.0,-67.512818,glot
13880,mrs,mara1399,Maragus,language,,Austronesian,Papunesia,VU,-16.0695,167.33,glot
13881,,mara1381,Maraic,family,,Sino-Tibetan,,,,,glot
13882,,mara1418,Marajo Sign Language,language,,,South America,,-0.962912,-49.641656,glot
13883,,mara1402,Maralango,dialect,,Austronesian,Papunesia,,,,glot
13884,,mara1390,Marale,dialect,,Atlantic-Congo,Africa,,,,glot
13885,,mara1380,Maram Khullen Circle,dialect,,Sino-Tibetan,Eurasia,,,,glot
13886,nma,mara1379,Maram Naga,language,,Sino-Tibetan,Eurasia,IN,25.4378,94.2205,glot
13887,lrm,mara1392,Marama,language,,Atlantic-Congo,Africa,KE,0.19,34.49,glot
13888,myd,mara1407,Maramba,language,,,Papunesia,,-4.23908,143.735,glot
13889,,mara1406,Maramuni,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13890,,mara1372,Maramuresh,dialect,,Indo-European,Eurasia,,,,glot
13891,,mara1414,Maran,family,,mang1423,,,,,glot
13892,mrw,mara1404,Maranao,language,Greater Central Philippine,Austronesian,Papunesia,PH,7.83333333333,124.25,wals1
13893,,mara1400,Marangai,dialect,,Austronesian,Papunesia,,,,glot
13894,,mara1391,Marangu,dialect,,Atlantic-Congo,Africa,,,,glot
13895,zmr,mara1386,Maranunggu,language,,west2434,Australia,AU,-13.6754,130.12,glot
13896,,waga1259,Maranunggu-Ame-Manda,family,,west2434,,,,,glot
13897,zmr,mara1386,Maranungku,language,Wagaydy,Western Daly,Australia,AU,-13.6666666667,130.0,wals1
13898,,mara1401,Marapu,dialect,,Austronesian,Papunesia,,,,glot
13899,,mara1388,Marara,dialect,,Atlantic-Congo,Africa,,,,glot
13900,,mara1376,Marari,dialect,,Indo-European,Eurasia,,,,glot
13901,mgb,mara1396,Mararit,language,,tama1329,Africa,TD,14.087,21.6408,glot
13902,,mara1419,Marash-Zeytun,dialect,,Indo-European,Eurasia,,,,glot
13903,,mara1375,Marashi,dialect,,Indo-European,Eurasia,,,,glot
13904,mar,mara1378,Marathi,language,Indic,Indo-European,Eurasia,IN,19.0,76.0,wals1
13905,,mara1422,Marathi-Konkani,family,,Indo-European,,,,,glot
13906,,mara1416,Marathic,family,,Indo-European,,,,,glot
13907,,mara1266,Maratino,language,,nan,North America,MX,24.339089,-98.576661,glot
13908,mvr,mara1397,Marau,language,,Austronesian,Papunesia,ID,-1.66738,135.797,glot
13909,,mara1398,Marau Sound,dialect,,Austronesian,Papunesia,,,,glot
13910,,mara1417,Marau Wawa,language,,uncl1493,Papunesia,SB,-10.825887,162.1901,glot
13911,,mara1421,Marauia-Castana,family,,araw1281,,,,,glot
13912,,mara1408,Marawan,language,,,South America,,3.9,-51.8,glot
13913,,mara1420,Maraz,dialect,,Indo-European,Eurasia,,,,glot
13914,mpg,marb1239,Marba,language,,Afro-Asiatic,Africa,TD,9.54,15.8,glot
13915,,marb1244,Marba-Musey-Ham,family,,Afro-Asiatic,,,,,glot
13916,rnp,rong1264,Marchha,language,Bodic,Sino-Tibetan,Eurasia,IN,30.25,79.5833333333,wals1
13917,,marc1245,Marchha (India),dialect,,Sino-Tibetan,Eurasia,,,,glot
13918,,mard1244,Marda,dialect,,kuna1268,Africa,,,,glot
13919,,mard1249,Mardin Plains,dialect,,Afro-Asiatic,Eurasia,,,,glot
13920,,mard1245,Mardin Sign Language,language,,,Eurasia,,37.316667,40.737778,glot
13921,,mard1247,Mardin Town,dialect,,Afro-Asiatic,Eurasia,,,,glot
13922,,mard1248,Mardin Villages,dialect,,Afro-Asiatic,Eurasia,,,,glot
13923,,mard1246,Mardinic,dialect,,Afro-Asiatic,Eurasia,,,,glot
13924,,mare1239,Mare-Ammu,dialect,,west2434,Australia,,,,glot
13925,,mare1258,Marebbano,dialect,,Indo-European,Eurasia,,,,glot
13926,,mare1259,Maregaon,dialect,,Dravidian,Eurasia,,,,glot
13927,mrx,mare1261,Maremgi,language,,toro1256,Papunesia,ID,-2.31915,139.673,glot
13928,vmr,mare1260,Marenje,language,,Atlantic-Congo,Africa,MW MZ,-16.2129,35.7425,glot
13929,,mare1257,Marensé,dialect,,song1307,Africa,,,,glot
13930,mvu,marf1238,Marfa,language,,maba1274,Africa,TD,13.1568,20.7882,glot
13931,zmc,marg1253,Margany,language,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,-27.0,144.5,wals1
13932,,marg1252,Margany-Gunya,family,,Pama-Nyungan,,,,,glot
13933,mrt,marg1265,Marghi Central,language,,Afro-Asiatic,Africa,NG,10.93854,13.0521,glot
13934,mfm,marg1266,Marghi South,language,,Afro-Asiatic,Africa,NG,10.53854,12.99521,glot
13935,,bium1270,Marghic,family,,Afro-Asiatic,,,,,glot
13936,mrt,marg1265,Margi,language,Biu-Mandara,Afro-Asiatic,Africa,NG,11.0,13.0,wals1
13937,,marg1267,Margi-Mandara-Mofu,family,,Afro-Asiatic,,,,,glot
13938,qvm,marg1254,Margos-Yarowilca-Lauricocha Quechua,language,,quec1387,South America,PE,-9.84463,-76.4981,glot
13939,mhg,marg1251,Margu,language,,marr1257,Australia,AU,-11.1823,132.587,glot
13940,,marh1238,Marheti,dialect,,Indo-European,Eurasia,,,,glot
13941,chm,mari1278,Mari,family,,Uralic,,RU,,,glot
13942,mbx,mari1432,Mari (East Sepik Province),language,,sepi1257,Papunesia,PG,-4.46436,142.963,glot
13943,mrj,west2392,Mari (Hill),language,Mari,Uralic,Eurasia,RU,57.0,58.0,wals1
13944,hob,mari1429,Mari (Madang Province),language,,Austronesian,Papunesia,PG,-5.97399,145.828,glot
13945,mhr,east2328,Mari (Meadow),language,Mari,Uralic,Eurasia,RU,57.0,48.0,wals1
13946,,mari1439,Maria,dialect,,manu1261,Papunesia,,,,glot
13947,mrr,mari1414,Maria (India),language,,Dravidian,Eurasia,IN,19.7875,79.9144,glot
13948,mds,mari1438,Maria (Papua New Guinea),language,,manu1261,Papunesia,PG,-9.92982,148.303,glot
13949,,mari1450,Mariam,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13950,,mari1449,Mariam Mandobo,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13951,,mari1445,Maric,family,,Pama-Nyungan,,,,,glot
13952,mrc,mari1440,Maricopa,language,Yuman,Hokan,North America,US,33.1666666667,-113.166666667,wals1
13953,zmd,mari1422,Maridan,language,,west2434,Australia,AU,-14.0542,130.079,glot
13954,zmj,mari1421,Maridjabin,language,,west2434,Australia,AU,-13.8754,129.844,glot
13955,,mari1444,Marie Galante Creole French,dialect,,Indo-European,North America,GP,15.9369,-61.2661,glot
13956,,mari1433,Marienberg,family,,nucl1708,,,,,glot
13957,,mari1436,Marigl,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
13958,dad,mari1428,Marik,language,,Austronesian,Papunesia,PG,-5.349,145.59,glot
13959,,mari1434,Marikai,dialect,,geel1240,Papunesia,,,,glot
13960,zmm,mari1417,Marimanindji,language,,west2434,Australia,AU,-14.1788,130.561,glot
13961,,mari1441,Marin Miwok,dialect,,miwo1274,North America,,,,glot
13962,,mari1443,Marinahua,dialect,,pano1259,South America,,,,glot
13963,mrz,nucl1622,Marind,language,Marind Proper,Marind,Papunesia,ID,-7.83333333333,140.166666667,wals1
13964,,mari1437,Marind-Boazi-Yaqai,family,,anim1240,,,,,glot
13965,,nucl1621,Marindic,family,,anim1240,,,,,glot
13966,,mari1431,Marinduque,dialect,,Austronesian,Papunesia,,,,glot
13967,mbw,mari1435,Maring,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.44015,144.642,glot
13968,nng,mari1416,Maring Naga,language,,Sino-Tibetan,Eurasia,IN,24.2854,94.0723,glot
13969,zmt,mari1419,Maringarr,language,Bringen,Western Daly,Australia,AU,-14.25,130.0,wals1
13970,,mari1418,Maringarr-Matige,family,,west2434,,,,,glot
13971,,mari1427,Maringe,dialect,,Austronesian,Papunesia,,,,glot
13972,,mari1415,Maringic,family,,Sino-Tibetan,,,,,glot
13973,mqi,mari1430,Mariri,language,,Austronesian,Papunesia,ID,-6.15097,134.88107,glot
13974,mfr,mari1424,Marithiel,language,,west2434,Australia,AU,-13.8818,130.237,glot
13975,,mari1420,Marithielic,family,,west2434,,,,,glot
13976,,mari1413,Maritime Gagauzi,dialect,,Turkic,Eurasia,,,,glot
13977,,mari1446,Maritime Polynesian Pidgin,language,,pidg1258,Papunesia,PF,-16.593829,-148.42673,glot
13978,,mari1412,Maritime Provençal,dialect,,Indo-European,Eurasia,,,,glot
13979,nsr,mari1381,Maritime Sign Language,language,,,North America,,45.0427,-63.881,glot
13980,msp,mari1442,Maritsauá,language,,Tupian,South America,BR,-11.5833,-53.9667,glot
13981,,mari1411,Mariupol Greek,dialect,,Indo-European,Eurasia,,,,glot
13982,zmy,mari1423,Mariyedi,language,,west2434,Australia,AU,-13.7687,129.876,glot
13983,rkm,mark1256,Marka,language,,mand1469,Africa,BF ML,12.7178,-3.58355,glot
13984,,mark1254,Marke,dialect,,Atlantic-Congo,Africa,,,,glot
13985,,mark1257,Markham,family,,Austronesian,,,,,glot
13986,enb,mark1255,Markweeta,language,,nilo1247,Africa,KE,1.15018,35.5866,glot
13987,,marl1234,Marlu-papu-nganha,dialect,,Pama-Nyungan,Australia,,,,glot
13988,rmz,marm1234,Marma,language,,Sino-Tibetan,Eurasia,BD IN,22.759948,92.210748,glot
13989,,marn1242,Marne,family,,gunw1250,,,,,glot
13990,mok,moro1289,Marori,language,,nan,Papunesia,ID,-8.5692,140.688,glot
13991,,maro1245,Maros-Pangkep,dialect,,Austronesian,Papunesia,,,,glot
13992,,maro1246,Maroua,family,,Afro-Asiatic,,,,,glot
13993,,maro1243,Maroua Fulfulde,dialect,,Atlantic-Congo,Africa,,,,glot
13994,mvo,maro1244,Marovo,language,,Austronesian,Papunesia,SB,-8.37943,157.747,glot
13995,,maro1247,Marovo-Vangunu,family,,Austronesian,,,,,glot
13996,,marp1238,Marpha,dialect,,Sino-Tibetan,Eurasia,,,,glot
13997,mrq,sout2866,Marquesan,language,Oceanic,Austronesian,Papunesia,PF,-8.91666666667,-140.083333333,wals1
13998,,marq1246,Marquesan,family,,Austronesian,,,,,glot
13999,mec,mara1385,Marra,language,,mang1423,Australia,AU,-14.7927,134.865,glot
14000,,marr1264,Marrakech,dialect,,Afro-Asiatic,Africa,,,,glot
14001,,marr1258,Marrakulu,dialect,,Pama-Nyungan,Australia,,,,glot
14002,,marr1259,Marrangu,dialect,,Pama-Nyungan,Australia,,,,glot
14003,,marr1268,Marri,dialect,,Indo-European,Eurasia,,,,glot
14004,,marr1241,Marri Yedi,dialect,,west2434,Australia,,,,glot
14005,xru,marr1256,Marriammu,language,,west2434,Australia,AU,-12.28,130.5,glot
14006,mfr,mari1424,Marrithiyel,language,Bringen,Western Daly,Australia,AU,-13.8333333333,130.0,wals1
14007,,marr1240,Marritjabin,dialect,,west2434,Australia,,,,glot
14008,,marr1257,Marrku-Wurrugu,family,,nan,,,,,glot
14009,,marr1265,Marrngu,family,,Pama-Nyungan,,,,,glot
14010,,marr1267,Marrucinian,dialect,,Indo-European,Eurasia,,,,glot
14011,,marr1260,Marry,dialect,,Atlantic-Congo,Africa,,,,glot
14012,,mars1235,Marseille Sign Language,dialect,,,Eurasia,,43.292301,5.370187,glot
14013,,mars1252,Marsh French,dialect,,Indo-European,North America,,,,glot
14014,mah,mars1254,Marshallese,language,Oceanic,Austronesian,Papunesia,MH,7.11666666667,171.05,wals1
14015,,mars1253,Marsian,dialect,,Indo-European,Eurasia,,,,glot
14016,mre,mart1251,Martha's Vineyard Sign Language,language,,,North America,,41.414542,-70.625275,glot
14017,zmg,mart1254,Marti Ke,language,,west2434,Australia,AU,-14.0058,129.837,glot
14018,,mart1253,Martiang,dialect,,Austroasiatic,Eurasia,,,,glot
14019,gcf,guad1242,Martinique Creole,language,Creoles and Pidgins,other,North America,MQ,14.6666666667,-61.0,wals1
14020,,mart1259,Martinique Creole French,dialect,,Indo-European,North America,MQ,14.6369,-61.0194,glot
14021,mpj,mart1256,Martu Wangka,language,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,-21.5,126.0,wals1
14022,vma,mart1255,Martuthunira,language,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,-20.8333333333,116.5,wals1
14023,,mart1257,Martuwangkic,family,,Pama-Nyungan,,,,,glot
14024,mhx,maru1249,Maru,language,Burmese-Lolo,Sino-Tibetan,Eurasia,MM,23.5,98.5,wals1
14025,,maru1253,Maruat-Dimiri-Yaul,dialect,,kera1258,Papunesia,,,,glot
14026,,maru1250,Marub,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
14027,,maru1251,Marubo Subgroup,family,,pano1259,,,,,glot
14028,rwr,marw1260,Marwari (India),language,,Indo-European,Eurasia,IN NP PK,27.002,75.0656,glot
14029,mve,marw1256,Marwari (Pakistan),language,,Indo-European,Eurasia,IN PK,28.3242,71.5671,glot
14030,,marw1258,Marwari Bhat,dialect,,Indo-European,Eurasia,,,,glot
14031,,marw1259,Marwari Bhil,dialect,,Indo-European,Eurasia,,,,glot
14032,,marw1257,Marwari Meghwar,dialect,,Indo-European,Eurasia,,,,glot
14033,,mary1234,Marya Qayah,dialect,,Afro-Asiatic,Africa,,,,glot
14034,,mary1235,Marya Sallam,dialect,,Afro-Asiatic,Africa,,,,glot
14035,,marz1234,Marzvan-Amasia,dialect,,Indo-European,Eurasia,,,,glot
14036,mzr,maru1252,Marúbo,language,,pano1259,South America,BR,-6.60703,-72.4027,glot
14037,mcn,masa1322,Masa,language,Masa,Afro-Asiatic,Africa,TD CM,10.5,15.5,wals1
14038,,masa1323,Masa,family,,Afro-Asiatic,,,,,glot
14039,,masa1324,Masa-Gizey-Zumaya,family,,Afro-Asiatic,,,,,glot
14040,myx,masa1299,Masaaba,language,,Atlantic-Congo,Africa,KE UG,1.05906,34.2829,glot
14041,,masa1311,Masacara,language,,kama1371,South America,BR,-17.0,-41.5,glot
14042,,masa1325,Masadiit,family,,Austronesian,,,,,glot
14043,,masa1308,Masadiit Boliney,dialect,,Austronesian,Papunesia,,,,glot
14044,tis,masa1307,Masadiit Itneg,language,,Austronesian,Papunesia,PH,17.4501,120.829,glot
14045,,masa1309,Masadiit Sallapadan,dialect,,Austronesian,Papunesia,,,,glot
14046,mas,masa1300,Masai,language,,nilo1247,Africa,KE TZ,-3.1419,36.4573,glot
14047,jle,ngil1242,Masakin,language,Talodi,Kordofanian,Africa,SD,10.6666666667,30.0,wals1
14048,,masa1302,Masakin Gusar,dialect,,narr1279,Africa,,,,glot
14049,,masa1303,Masakin Tuwal,dialect,,narr1279,Africa,,,,glot
14050,,masa1295,Masaku,dialect,,Atlantic-Congo,Africa,,,,glot
14051,,masa1312,Masaká,dialect,,aika1237,South America,,,,glot
14052,mls,nucl1440,Masalit,language,Maban,Maban,Africa,SD TD,13.3333333333,22.0,wals1
14053,,masa1296,Masama,dialect,,Atlantic-Congo,Africa,,,,glot
14054,,masa1310,Masan,dialect,,nucl1708,Papunesia,,,,glot
14055,,masa1328,Masan Awa,dialect,,Austroasiatic,Eurasia,,,,glot
14056,mcn,masa1322,Masana,language,,Afro-Asiatic,Africa,CM TD,10.0606,15.4748,glot
14057,,masa1306,Masapua,dialect,,Austronesian,Papunesia,,,,glot
14058,,masa1305,Masarete,dialect,,Austronesian,Papunesia,,,,glot
14059,,masa1326,Masarmi,dialect,,Indo-European,Eurasia,,,,glot
14060,,masa1304,Masawa,dialect,,Austronesian,Papunesia,,,,glot
14061,bks,masb1237,Masbate Sorsogon,language,,Austronesian,Papunesia,PH,12.8438,124.002,glot
14062,,masb1239,Masbate-Sorsogon,family,,Austronesian,,,,,glot
14063,msb,masb1238,Masbatenyo,language,,Austronesian,Papunesia,PH,12.21453,123.63579,glot
14064,,mase1249,Masela-South Babar,family,,Austronesian,,,,,glot
14065,,mase1248,Masemola,dialect,,Atlantic-Congo,Africa,,,,glot
14066,,mase1250,Masenrempulu,family,,Austronesian,,,,,glot
14067,,mase1251,Masev-Hyarev,dialect,,Atlantic-Congo,Africa,,,,glot
14068,,masf1235,Masfeima,dialect,,Afro-Asiatic,Africa,,,,glot
14069,,mash1273,Mashalit,dialect,,Afro-Asiatic,Africa,,,,glot
14070,,mash1238,Mashan,family,,hmon1336,,,,,glot
14071,,mash1265,Mashasha,dialect,,Atlantic-Congo,Africa,,,,glot
14072,,mash1266,Mashati,dialect,,Atlantic-Congo,Africa,,,,glot
14073,cuj,mash1270,Mashco Piro,language,,araw1281,South America,PE,-11.4745,-70.7953,glot
14074,,mash1274,Mashhadi Persian,dialect,,Indo-European,Eurasia,,,,glot
14075,,mash1268,Mashi,dialect,,Atlantic-Congo,Africa,,,,glot
14076,jms,mash1269,Mashi (Nigeria),language,,Atlantic-Congo,Africa,NG,6.91719,10.2778,glot
14077,mho,mash1267,Mashi (Zambia),language,,Atlantic-Congo,Africa,AO NA ZM,-16.7256,22.5983,glot
14078,,mash1271,Mashi-Mbukushi,family,,Atlantic-Congo,,,,,glot
14079,,mash1272,Mashonaland Zimbabwe Sign,dialect,,,Africa,,,,glot
14080,,mash1276,Mashtada,dialect,,nakh1245,Eurasia,,,,glot
14081,,masi1272,Masiguare,dialect,,guah1252,South America,,,,glot
14082,msh,masi1268,Masikoro Malagasy,language,,Austronesian,Africa,MG,-22.5582,43.8156,glot
14083,,masi1273,Masikoro-Miary,dialect,,Austronesian,Africa,,,,glot
14084,ism,masi1265,Masimasi,language,,Austronesian,Papunesia,ID,-2.00717,139.04,glot
14085,,masi1264,Masimasi (Yamalele),dialect,,Austronesian,Papunesia,,,,glot
14086,,masi1263,Masingbi,dialect,,Atlantic-Congo,Africa,,,,glot
14087,,masi1270,Masingle,dialect,,east2503,Papunesia,,,,glot
14088,,masi1267,Masinloc,dialect,,Austronesian,Papunesia,,,,glot
14089,,masi1269,Masiri,dialect,,Austronesian,Papunesia,,,,glot
14090,bnf,masi1266,Masiwang,language,,Austronesian,Papunesia,ID,-3.29547,130.601,glot
14091,,masi1271,Masiware,dialect,,guah1252,South America,,,,glot
14092,klv,mask1242,Maskelynes,language,,Austronesian,Papunesia,VU,-16.5073,167.818,glot
14093,mhh,mask1241,Maskoy Pidgin,language,,,South America,,-22.234,-61.901,glot
14094,msv,masl1241,Maslam,language,,Afro-Asiatic,Africa,CM TD,12.1918,14.8873,glot
14095,mes,masm1239,Masmaje,language,,Afro-Asiatic,Africa,TD,13.076,19.2769,glot
14096,wam,wamp1249,Massachusett,language,Algonquian,Algic,North America,US,42.5,-71.0,wals1
14097,,mass1267,Massagal,dialect,,Afro-Asiatic,Africa,,,,glot
14098,mdg,mass1262,Massalat,language,,maba1274,Africa,TD,13.5157,19.7348,glot
14099,,mass1260,Massali,dialect,,Indo-European,Eurasia,,,,glot
14100,,mass1261,Massaninga,dialect,,Atlantic-Congo,Africa,,,,glot
14101,,mass1268,Massawa,dialect,,Afro-Asiatic,Africa,,,,glot
14102,mvs,mass1263,Massep,language,,nan,Papunesia,ID,-1.74679,138.294,glot
14103,,mast1238,Mastanahua,dialect,,pano1259,South America,,,,glot
14104,,masu1234,Masulei,dialect,,Indo-European,Eurasia,,,,glot
14105,,masv1236,Masvingo School Sign,dialect,,,Africa,,,,glot
14106,,mata1282,Mataban-Moulmein,dialect,,Austroasiatic,Eurasia,,,,glot
14107,,mata1289,Matacoan,family,,nan,,,,,glot
14108,mtn,mata1288,Matagalpa,language,,misu1242,North America,NI,13.0333,-86.0,glot
14109,,mata1287,Matagalpan,family,,misu1242,,,,,glot
14110,,mata1290,Mataguayo I,family,,mata1289,,,,,glot
14111,,mata1291,Mataguayo II,family,,mata1289,,,,,glot
14112,,mata1284,Mataitai,dialect,,Austronesian,Papunesia,,,,glot
14113,,mata1311,Matakam,family,,Afro-Asiatic,,,,,glot
14114,mfh,mata1306,Matal,language,,Afro-Asiatic,Africa,CM,10.9284,14.0474,glot
14115,,mata1285,Matalaang,dialect,,Austronesian,Papunesia,,,,glot
14116,,mata1275,Matanawí,language,,nan,South America,BR,-4.8509511,-58.988617,glot
14117,,mata1286,Matangnga,dialect,,Austronesian,Papunesia,,,,glot
14118,,mata1312,Matangnga-Aralle-Tabulahan,family,,Austronesian,,,,,glot
14119,,mata1283,Matapo,dialect,,nilo1247,Africa,,,,glot
14120,,temb1273,Mataraman,dialect,,Austronesian,Papunesia,,,,glot
14121,,mata1250,Mataso,dialect,,Austronesian,Papunesia,,,,glot
14122,,mata1310,Matawai,dialect,,Indo-European,South America,,,,glot
14123,xmt,matb1237,Matbat,language,,Austronesian,Papunesia,ID,-1.8801,130.075,glot
14124,,matc1241,Matchi,dialect,,Sino-Tibetan,Eurasia,,,,glot
14125,,matc1242,Matchin,dialect,,Indo-European,Eurasia,,,,glot
14126,,mate1257,Mate,dialect,,Atlantic-Congo,Africa,,,,glot
14127,,mate1259,Mate-Nul-Filakara,dialect,,Austronesian,Papunesia,,,,glot
14128,,mate1262,Matebeleland Zimbabwe Sign,dialect,,,Africa,,,,glot
14129,,mate1237,Matema,dialect,,Austronesian,Papunesia,,,,glot
14130,,mate1261,Matengic,family,,Atlantic-Congo,,,,,glot
14131,mgv,mate1258,Matengo,language,,Atlantic-Congo,Africa,TZ,-11.554,35.0056,glot
14132,mqe,mate1260,Matepi,language,,Nuclear Trans New Guinea,Papunesia,PG,-5.13857,145.617,glot
14133,xem,kemb1249,Mateq,language,,Austronesian,Papunesia,ID MY,0.66181,110.468,glot
14134,,mate1256,Materi,dialect,,Atlantic-Congo,Africa,,,,glot
14135,,math1238,Mathira,dialect,,Atlantic-Congo,Africa,,,,glot
14136,,mati1252,Matia,dialect,,Nuclear Trans New Guinea,Papunesia,,,,glot
14137,,mati1251,Matig-Salud,dialect,,Austronesian,Papunesia,,,,glot
14138,mbt,mati1250,Matigsalug Manobo,language,,Austronesian,Papunesia,PH,7.72124,125.16,glot
14139,mzo,mati1253,Matipuhy,language,,cari1283,South America,BR,-12.0456,-53.3994,glot
14140,mpq,mati1255,Matis,language,Panoan,Panoan,South America,BR,-4.41666666667,-70.25,wals1
14141,,mati1254,Matis subgroup,family,,pano1259,,,,,glot
14142,,matl1257,Matlala-Moletshi,dialect,,Atlantic-Congo,Africa,,,,glot
14143,,matl1258,Matlatzincan,family,,otom1299,,,,,glot
14144,,matl1238,Matliwag,dialect,,Austronesian,Papunesia,,,,glot
14145,zml,madn1237,Matngele,language,Eastern Daly,Eastern Daly,Australia,AU,-13.8333333333,130.416666667,wals1
14146,met,mato1252,Mato,language,,Austronesian,Papunesia,PG,-5.91639,146.859,glot
